gene_id,standard_DEG,treat_DEG
SLC25A20,FALSE,TRUE
RASSF6,TRUE,TRUE
KCNQ3,TRUE,TRUE
MIF4GD,FALSE,TRUE
CTA-398F10.2,TRUE,TRUE
PHGDH,TRUE,TRUE
RP11-113O24.3,TRUE,FALSE
RP11-1042B17.3,FALSE,FALSE
RP11-671P2.1,TRUE,FALSE
CPQ,TRUE,TRUE
CH507-9B2.9,FALSE,TRUE
HEG1,TRUE,TRUE
VWA3B,TRUE,TRUE
KDM3A,FALSE,TRUE
DVL2,FALSE,TRUE
LIPA,TRUE,TRUE
SLC6A18,TRUE,TRUE
XXyac-YR38GF2.1,FALSE,FALSE
HKDC1,TRUE,TRUE
RP4-781K5.4,TRUE,FALSE
LRRC46,TRUE,TRUE
SLC22A12,TRUE,TRUE
CTNND1,FALSE,TRUE
TUBA1C,FALSE,TRUE
RP11-483L5.1,TRUE,TRUE
MOB1B,FALSE,TRUE
SHTN1,FALSE,TRUE
FDPS,FALSE,TRUE
SLCO5A1,TRUE,TRUE
RPSA,FALSE,TRUE
LINC00664,TRUE,FALSE
USP16,FALSE,TRUE
TRIM16L,TRUE,TRUE
NUDT4P2,TRUE,TRUE
NUDT4P1,TRUE,TRUE
C11orf95,FALSE,TRUE
AP000320.7,TRUE,TRUE
CENPE,TRUE,TRUE
RAB31,TRUE,TRUE
ZNF613,FALSE,TRUE
AVL9,FALSE,TRUE
RP11-100L22.1,TRUE,FALSE
AC004947.2,TRUE,TRUE
WIPI1,FALSE,TRUE
KCTD11,FALSE,TRUE
GAS2L1P2,TRUE,FALSE
RP11-552D4.1,TRUE,FALSE
PCGF5,FALSE,TRUE
AUTS2,TRUE,TRUE
AC107057.1,TRUE,TRUE
SLC16A10,TRUE,TRUE
POLN,TRUE,TRUE
KCNMB2,TRUE,TRUE
SERINC4,TRUE,TRUE
SMCR5,TRUE,TRUE
GPR1,TRUE,TRUE
RP11-1149M10.2,TRUE,FALSE
RAB11FIP5,FALSE,TRUE
FOXD2-AS1,TRUE,TRUE
RDH12,TRUE,TRUE
NHSL1,TRUE,TRUE
POLE2,TRUE,TRUE
PEPD,TRUE,TRUE
AC104809.4,TRUE,TRUE
NPAS4,TRUE,TRUE
SNHG14,TRUE,TRUE
SLC35C2,FALSE,TRUE
AC109826.1,TRUE,FALSE
G0S2,TRUE,TRUE
SH3BGRL3,FALSE,TRUE
LHX2,TRUE,FALSE
HCG4P11,TRUE,FALSE
PTPN4,FALSE,TRUE
GPC2,TRUE,TRUE
TAF10,FALSE,TRUE
SKP1,FALSE,TRUE
FLCN,FALSE,TRUE
APOO,FALSE,TRUE
SPATS2L,FALSE,TRUE
RP11-701H24.3,TRUE,FALSE
SLC23A3,TRUE,TRUE
GPT,TRUE,TRUE
RAF1,FALSE,TRUE
ABHD14A-ACY1,TRUE,TRUE
RP11-399K21.14,TRUE,TRUE
KB-1562D12.1,TRUE,TRUE
RP11-63N8.3,TRUE,FALSE
EMILIN1,TRUE,TRUE
PKD1L2,TRUE,TRUE
AP2A2,FALSE,TRUE
PFKL,FALSE,TRUE
RC3H2,FALSE,TRUE
LINC01116,TRUE,TRUE
CAMK2N1,TRUE,TRUE
PHF21B,TRUE,TRUE
RNF144A-AS1,TRUE,TRUE
CDC34,FALSE,TRUE
RPL23,FALSE,TRUE
FAT4,TRUE,TRUE
SLC6A17,TRUE,TRUE
TAGLN,TRUE,TRUE
PARP14,FALSE,TRUE
ADGRE1,TRUE,TRUE
SEC62,FALSE,TRUE
THNSL1,FALSE,TRUE
UPRT,FALSE,TRUE
TEX41,TRUE,TRUE
RP11-23D24.2,TRUE,FALSE
USP5,FALSE,TRUE
STAM2,FALSE,TRUE
FOXCUT,TRUE,TRUE
SUSD5,TRUE,TRUE
CRABP2,TRUE,TRUE
TTLL4,FALSE,TRUE
RP11-230B22.1,TRUE,FALSE
GVINP1,TRUE,TRUE
SNURF,TRUE,TRUE
AC016757.3,TRUE,TRUE
CCND2,TRUE,TRUE
GAA,FALSE,TRUE
RPL27,FALSE,TRUE
BDH2,TRUE,TRUE
RP11-303E16.3,TRUE,FALSE
AOX1,TRUE,TRUE
PLCB1,TRUE,TRUE
HACD3,FALSE,TRUE
TRADD,FALSE,TRUE
AC026904.1,FALSE,FALSE
PREPL,FALSE,TRUE
RP11-700H6.2,TRUE,FALSE
PLCZ1,FALSE,FALSE
KAT5,FALSE,TRUE
GMPR2,FALSE,TRUE
XRCC2,TRUE,TRUE
HRK,TRUE,TRUE
CDC7,TRUE,TRUE
VWA8-AS1,TRUE,TRUE
RP11-701H24.4,TRUE,TRUE
OVOL2,TRUE,TRUE
P2RY14,TRUE,TRUE
TRAV8-2,TRUE,FALSE
DOCK9,FALSE,TRUE
AC006116.20,TRUE,FALSE
CTD-3060P21.1,TRUE,FALSE
DUOX2,TRUE,TRUE
SGK223,TRUE,TRUE
RP11-486A14.1,TRUE,TRUE
RANBP2,FALSE,TRUE
ACAT2,FALSE,TRUE
RIPPLY3,TRUE,TRUE
CTNNAL1,TRUE,TRUE
DZIP1,TRUE,TRUE
ITFG3,FALSE,TRUE
PAGE4,TRUE,FALSE
KLHL6,TRUE,TRUE
DPH6-AS1,TRUE,TRUE
NCF1C,TRUE,TRUE
CHAC1,TRUE,TRUE
NR2C2AP,FALSE,TRUE
ADGRL3,TRUE,TRUE
ABR,TRUE,TRUE
HSD17B13,TRUE,TRUE
USP24,FALSE,TRUE
RP11-88H12.2,FALSE,TRUE
ZNF676,TRUE,TRUE
CACFD1,FALSE,TRUE
RP11-137N23.1,TRUE,FALSE
RP11-295K3.1,TRUE,TRUE
PRODH2,TRUE,TRUE
LCE2D,TRUE,FALSE
EIF4EBP1,TRUE,TRUE
NOTUM,TRUE,TRUE
USP44,TRUE,TRUE
KLHL2,FALSE,TRUE
TMEM110,FALSE,TRUE
USH2A,TRUE,TRUE
ZNF98,TRUE,TRUE
TP53,FALSE,TRUE
SLC7A11,TRUE,FALSE
RP11-513G11.2,TRUE,FALSE
TXNRD1,TRUE,TRUE
SMOC1,TRUE,TRUE
WASF3,TRUE,TRUE
ECM2,TRUE,TRUE
AKR1C2,TRUE,TRUE
NMUR1,TRUE,TRUE
THRSP,TRUE,TRUE
RPS15A,FALSE,TRUE
SHANK2,FALSE,TRUE
FAHD2B,TRUE,TRUE
RP11-47A8.5,TRUE,TRUE
LINC01012,TRUE,FALSE
CAND2,TRUE,TRUE
MRPL35P2,TRUE,TRUE
DCC,TRUE,FALSE
IGFLR1,TRUE,TRUE
ZNF180,FALSE,TRUE
TTTY9B,TRUE,FALSE
RP11-141M3.6,TRUE,TRUE
GALNT5,TRUE,FALSE
ZNF710,FALSE,TRUE
SPARCL1,TRUE,TRUE
C15orf61,FALSE,TRUE
TTLL10,TRUE,TRUE
TGFB2,TRUE,TRUE
PYCARD,TRUE,TRUE
RP13-977J11.2,TRUE,TRUE
NPRL3,FALSE,TRUE
KRT8P45,TRUE,TRUE
EMP3,TRUE,TRUE
RP3-368B9.2,TRUE,FALSE
SLC34A1,TRUE,TRUE
ODF3B,TRUE,TRUE
RCHY1,FALSE,TRUE
AC003003.5,TRUE,FALSE
ASB4,TRUE,FALSE
CTSV,TRUE,TRUE
NKIRAS1,FALSE,TRUE
IVNS1ABP,TRUE,TRUE
RP11-598F7.3,TRUE,FALSE
DTYMK,FALSE,TRUE
RP11-394O4.5,TRUE,TRUE
BAZ1B,FALSE,TRUE
FLJ27354,TRUE,TRUE
VIL1,TRUE,TRUE
NUFIP2,FALSE,TRUE
SLC16A7,TRUE,TRUE
RAB28,FALSE,TRUE
LINC00476,FALSE,TRUE
SIRPD,TRUE,FALSE
TOR4A,TRUE,TRUE
ATP5A1,FALSE,TRUE
MNT,FALSE,TRUE
SLC22A13,TRUE,TRUE
PDSS2,FALSE,TRUE
ALDH18A1,FALSE,TRUE
RP11-14K3.1,TRUE,FALSE
INPP4B,FALSE,TRUE
TMEM248,FALSE,TRUE
RP11-102N12.3,TRUE,TRUE
C3orf70,TRUE,TRUE
CIAPIN1,FALSE,TRUE
LINC01435,TRUE,FALSE
CASC22,TRUE,FALSE
SYT4,TRUE,TRUE
DCSTAMP,TRUE,FALSE
RGCC,TRUE,TRUE
IRF6,TRUE,TRUE
VDR,TRUE,TRUE
FERMT3,TRUE,TRUE
FANCF,FALSE,TRUE
AFMID,TRUE,TRUE
ZNF668,FALSE,TRUE
RP11-6F2.5,TRUE,FALSE
C10orf71-AS1,TRUE,FALSE
SF1,FALSE,TRUE
CDC20B,TRUE,FALSE
RNF212,TRUE,TRUE
RP11-554A11.9,TRUE,TRUE
FNIP1,FALSE,TRUE
DPP3,FALSE,TRUE
SMIM24,TRUE,TRUE
ZNF814,TRUE,TRUE
TXNDC5,FALSE,TRUE
DDX39A,FALSE,TRUE
RNF145,FALSE,TRUE
BCKDK,FALSE,TRUE
LINC00598,TRUE,TRUE
RP11-445O3.1,TRUE,TRUE
ZNF598,FALSE,TRUE
NEBL-AS1,TRUE,TRUE
PPP1R35,FALSE,TRUE
DUSP5P1,TRUE,FALSE
LRRC8E,FALSE,TRUE
SMYD4,FALSE,TRUE
DOCK11,TRUE,TRUE
ARHGAP19,FALSE,TRUE
ZNF208,TRUE,TRUE
RP11-44F14.9,TRUE,FALSE
RP13-346H10.2,FALSE,FALSE
MZT2A,FALSE,TRUE
MAGEE2,TRUE,TRUE
CRISPLD2,TRUE,TRUE
SLC14A2,TRUE,TRUE
LEAP2,TRUE,TRUE
ZNF300P1,TRUE,TRUE
FAM189B,FALSE,TRUE
C6orf201,TRUE,TRUE
RP11-522I20.3,FALSE,TRUE
ELAC2,FALSE,TRUE
BMP6,TRUE,TRUE
DLEU7-AS1,TRUE,FALSE
PLEKHN1,TRUE,TRUE
ZNF790,FALSE,TRUE
AC104653.1,TRUE,FALSE
SSC4D,TRUE,TRUE
AC007326.9,TRUE,FALSE
SLC16A12,TRUE,TRUE
BRMS1L,FALSE,TRUE
LUM,TRUE,TRUE
LINC01060,TRUE,FALSE
PRKCH,TRUE,TRUE
DENND3,FALSE,TRUE
WT1-AS_7,FALSE,FALSE
RP5-858L17.1,TRUE,TRUE
RP11-627G23.1,TRUE,TRUE
SPDYC,TRUE,TRUE
OVCH1,FALSE,FALSE
PPP4C,FALSE,TRUE
CNEP1R1,FALSE,TRUE
ARL11,TRUE,TRUE
TMEM35,TRUE,TRUE
KLHL31,TRUE,TRUE
SGOL1,TRUE,FALSE
SLC39A4,TRUE,TRUE
FLOT2,FALSE,TRUE
NR1D1,TRUE,TRUE
EPB41L2,FALSE,TRUE
SNAI1,TRUE,TRUE
RP5-1184F4.7,FALSE,TRUE
AC141586.5,FALSE,TRUE
SLC5A2,TRUE,TRUE
LINC01338,TRUE,FALSE
ZBTB46,FALSE,TRUE
WWP1,FALSE,TRUE
CCDC151,TRUE,TRUE
MYH8,TRUE,TRUE
ARMC10,FALSE,TRUE
RP1-167O22.1,TRUE,FALSE
DHX29,FALSE,TRUE
PCCA,TRUE,TRUE
POP7,FALSE,TRUE
CPD,FALSE,TRUE
AOC1,TRUE,TRUE
RP11-124N2.1,TRUE,TRUE
TANC1,FALSE,TRUE
RBP3,FALSE,FALSE
ATP13A1,FALSE,TRUE
MYO5C,FALSE,TRUE
PRKCD,FALSE,TRUE
FOXE3,TRUE,FALSE
ETS1,FALSE,TRUE
CTD-2540B15.11,TRUE,TRUE
SP1,FALSE,TRUE
HBD,TRUE,FALSE
DCTPP1,FALSE,TRUE
KRT86,TRUE,TRUE
ACRBP,TRUE,TRUE
IMPG2,TRUE,TRUE
HAO1,TRUE,FALSE
GLCE,FALSE,TRUE
DAZ1,TRUE,FALSE
ASIC3,TRUE,TRUE
C11orf54,TRUE,TRUE
TMEM108,TRUE,TRUE
RP11-54O7.3,TRUE,TRUE
CCNE1,TRUE,TRUE
GPAA1P1,TRUE,FALSE
CERK,FALSE,TRUE
CA12,TRUE,TRUE
AP004782.1,TRUE,TRUE
RCAN2,TRUE,TRUE
HS6ST1P1,TRUE,TRUE
C11orf63,TRUE,TRUE
DHX33,FALSE,TRUE
RNF216,FALSE,TRUE
ZNF503-AS1,TRUE,TRUE
RP11-480I12.5,TRUE,TRUE
PIP4K2B,FALSE,TRUE
NDC80,TRUE,TRUE
TMEM38B,TRUE,TRUE
RP11-335L23.4,TRUE,FALSE
CTH,TRUE,TRUE
MS4A10,TRUE,FALSE
CLECL1,TRUE,FALSE
CADM1,TRUE,TRUE
PNRC2,FALSE,TRUE
INTS2,FALSE,TRUE
TNNI3,TRUE,FALSE
RP5-907D15.4,TRUE,TRUE
TNFAIP8L2,TRUE,TRUE
SLC1A4,TRUE,TRUE
ADAMTS16,TRUE,TRUE
GSK3B,FALSE,TRUE
ARSF,TRUE,TRUE
COL7A1,TRUE,TRUE
COL12A1,TRUE,TRUE
TMEM106C,FALSE,TRUE
RP11-671J11.5,FALSE,TRUE
VARS,FALSE,TRUE
RBKS,TRUE,TRUE
CACNA1E,TRUE,TRUE
PLCH2,TRUE,TRUE
MN1,TRUE,TRUE
ACOT2,FALSE,TRUE
TAGLN2,FALSE,TRUE
TAL2,TRUE,TRUE
CCDC37,TRUE,FALSE
GRPEL1,FALSE,TRUE
COL6A6,TRUE,TRUE
GABRR1,TRUE,FALSE
AC103563.8,TRUE,TRUE
EFEMP1,TRUE,TRUE
GAS6,TRUE,TRUE
RNF40,FALSE,TRUE
PTPN22,TRUE,TRUE
PLCL2,TRUE,TRUE
PLS3,TRUE,TRUE
WHAMM,FALSE,TRUE
RP11-472G21.2,TRUE,FALSE
PPP1R12B,TRUE,TRUE
CGRRF1,FALSE,TRUE
MMP25-AS1,TRUE,TRUE
MGP,TRUE,TRUE
FBXO40,TRUE,FALSE
CALML3-AS1,TRUE,FALSE
ASPA,TRUE,TRUE
TP73,TRUE,FALSE
RP11-438F14.3,TRUE,FALSE
GAS2,TRUE,TRUE
C6orf203,FALSE,TRUE
RNF186,TRUE,TRUE
RP11-452G18.2,FALSE,TRUE
RP11-863K10.4,TRUE,TRUE
C21orf2,FALSE,TRUE
CTC-497E21.3,TRUE,TRUE
EGFR-AS1,TRUE,TRUE
RP11-182J1.3,TRUE,TRUE
PTPRH,TRUE,TRUE
RP11-132E11.2,TRUE,FALSE
PKD2L2,TRUE,TRUE
DUSP15,TRUE,TRUE
GADD45A,TRUE,TRUE
FAAH2,TRUE,TRUE
CSF3,TRUE,FALSE
G6PC3,FALSE,TRUE
NCOA7,TRUE,TRUE
TNIP3,TRUE,TRUE
ZNF581,FALSE,TRUE
MEF2C-AS1,TRUE,TRUE
ZNF433,TRUE,TRUE
AVP,TRUE,FALSE
HAUS6,FALSE,TRUE
REXO2,FALSE,TRUE
RP11-375I20.6,TRUE,TRUE
LEF1,TRUE,TRUE
POM121C,FALSE,TRUE
RP3-522D1.1,TRUE,FALSE
CTB-55O6.8,TRUE,TRUE
MCM2,TRUE,TRUE
DISP2,TRUE,TRUE
CAPN15,FALSE,TRUE
FXYD2,TRUE,TRUE
CDH10,TRUE,FALSE
FSHB,TRUE,FALSE
LILRA2,TRUE,TRUE
C9orf66,TRUE,TRUE
RALY,FALSE,TRUE
RPL29,FALSE,TRUE
CTU2,FALSE,TRUE
RP11-14N7.2,TRUE,TRUE
C19orf81,TRUE,FALSE
APLNR,TRUE,TRUE
AC005592.3,TRUE,TRUE
IBSP,TRUE,FALSE
YWHAH,FALSE,TRUE
SNF8,FALSE,TRUE
P3H1,FALSE,TRUE
RP11-149I23.3,TRUE,TRUE
ZNF704,FALSE,TRUE
EXPH5,TRUE,TRUE
ABCB6,TRUE,TRUE
RP11-789C17.3,TRUE,FALSE
RP13-941N14.1,TRUE,FALSE
RP11-117L5.1,TRUE,TRUE
HTR3C,FALSE,FALSE
ZNF48,FALSE,TRUE
FAM189A2,TRUE,TRUE
ALDH7A1,FALSE,TRUE
FCGR2C,TRUE,TRUE
CCND2-AS1,TRUE,FALSE
GINS4,TRUE,TRUE
ATP1A1-AS1,TRUE,TRUE
OR7E90P,TRUE,FALSE
KIAA0556,FALSE,TRUE
LZTS2,FALSE,TRUE
C9orf41,FALSE,TRUE
HOXD9,TRUE,TRUE
CTD-3162L10.3,TRUE,FALSE
TPTE2P5,TRUE,TRUE
PAH,TRUE,TRUE
AMER1,FALSE,TRUE
NEMP1,FALSE,TRUE
RP11-407N17.5,TRUE,TRUE
RN7SKP23,TRUE,TRUE
ARMC9,FALSE,TRUE
AC006547.14,TRUE,TRUE
GJC3,TRUE,TRUE
PTGIR,TRUE,TRUE
DESI2,FALSE,TRUE
FAM101B,TRUE,TRUE
TMSB4Y,TRUE,FALSE
BCL2L1,FALSE,TRUE
MRPL1,FALSE,TRUE
RP11-475O23.2,TRUE,FALSE
TRIM50,TRUE,TRUE
USP9Y,TRUE,FALSE
NTRK1,TRUE,TRUE
RAB6B,TRUE,TRUE
SPHK1,TRUE,TRUE
APIP,FALSE,TRUE
UQCRFS1P2,TRUE,FALSE
ZNF667-AS1,TRUE,TRUE
ELOVL2,TRUE,TRUE
GTF2A1L,TRUE,TRUE
PABPC4,FALSE,TRUE
RASSF8-AS1,FALSE,TRUE
RAPH1,FALSE,TRUE
RP11-529E10.6,TRUE,TRUE
MAPK8IP1,FALSE,TRUE
LMNB1,TRUE,TRUE
STRA6,TRUE,TRUE
TAF7L,TRUE,TRUE
NFAM1,TRUE,TRUE
UTY,TRUE,FALSE
C9orf172,FALSE,TRUE
AC145110.1,TRUE,FALSE
TMEM116,FALSE,TRUE
HSF4,TRUE,TRUE
SLC25A44,FALSE,TRUE
CDH17,TRUE,TRUE
VSIG10L,TRUE,TRUE
RP11-469A15.2,FALSE,FALSE
COL4A5,TRUE,TRUE
TRMT12,FALSE,TRUE
GPR141,TRUE,FALSE
MAPK1IP1L,FALSE,TRUE
GBA2,FALSE,TRUE
FEZ1,TRUE,TRUE
HM13,FALSE,TRUE
TRAM2-AS1,FALSE,TRUE
DOCK2,TRUE,TRUE
TPP2,FALSE,TRUE
TPPP3,TRUE,TRUE
CCDC152,TRUE,TRUE
RP11-776H12.1,TRUE,FALSE
PLSCR4,TRUE,TRUE
TREM1,TRUE,FALSE
ERO1LB,FALSE,TRUE
CCDC78,TRUE,TRUE
AC010136.2,TRUE,TRUE
AC132217.4,TRUE,TRUE
MRM1,FALSE,TRUE
SNX20,TRUE,TRUE
LINC00641,FALSE,TRUE
KCNJ13,TRUE,TRUE
RP11-284H18.1,TRUE,FALSE
AKAP3,TRUE,TRUE
FRRS1L,TRUE,FALSE
GADD45B,TRUE,TRUE
GGT7,FALSE,TRUE
ESPNP,TRUE,TRUE
IL9R,TRUE,FALSE
FAM126B,FALSE,TRUE
RPLP0P2,TRUE,TRUE
C9orf9,FALSE,TRUE
ADGRB3,TRUE,TRUE
CCL8,TRUE,TRUE
MARCKS,TRUE,TRUE
KRT32,FALSE,FALSE
WFDC21P,TRUE,FALSE
ARHGEF12,FALSE,TRUE
LRRC7,TRUE,TRUE
BAG3,FALSE,TRUE
GCKR,TRUE,FALSE
CCDC50,FALSE,TRUE
BX842568.2,TRUE,TRUE
CYB5D2,FALSE,TRUE
CFHR4,TRUE,FALSE
ICOSLG,TRUE,TRUE
ZNF780B,FALSE,TRUE
FZD1,TRUE,TRUE
CLDN1,TRUE,TRUE
CHMP1A,FALSE,TRUE
LINC00844,TRUE,TRUE
ZFY,TRUE,FALSE
ARNT2,TRUE,TRUE
ODCP,TRUE,TRUE
RP11-241F15.1,TRUE,FALSE
KLHDC7A,TRUE,TRUE
CASP8,FALSE,TRUE
AMN1,FALSE,TRUE
RP11-120K24.5,TRUE,TRUE
CREM,FALSE,TRUE
FOLR1,TRUE,TRUE
GABRB3,TRUE,TRUE
ATF7IP,FALSE,TRUE
DUSP10,TRUE,TRUE
CTD-3094K11.1,TRUE,FALSE
DAB2IP,FALSE,TRUE
UBL3,FALSE,TRUE
NRBP2,FALSE,TRUE
METTL14,FALSE,TRUE
LCN10,TRUE,TRUE
GPR82,TRUE,FALSE
GLTPD2,TRUE,TRUE
ZNF181,FALSE,TRUE
CEACAM7,TRUE,FALSE
LINC00379,TRUE,TRUE
RP11-13K12.5,TRUE,TRUE
RASSF8,FALSE,TRUE
RP11-112L6.3,TRUE,FALSE
OLIG2,TRUE,FALSE
IL18,TRUE,TRUE
MYC,TRUE,TRUE
SLCO1A2,TRUE,TRUE
CDCA2,TRUE,FALSE
CMAHP,TRUE,TRUE
ACSS1,TRUE,TRUE
RP11-67C2.2,TRUE,FALSE
SPRY2,FALSE,TRUE
TCEB3,FALSE,TRUE
C20orf24,FALSE,TRUE
RP11-757G1.6,TRUE,TRUE
PGM5P2,TRUE,TRUE
ACAT1,TRUE,TRUE
STS,FALSE,TRUE
RP11-347E10.1,TRUE,FALSE
ADORA2A,TRUE,TRUE
TMEM125,TRUE,TRUE
SEPN1,FALSE,TRUE
FOXN4,TRUE,TRUE
ERO1L,FALSE,TRUE
SKAP2,FALSE,TRUE
HNRNPH2,FALSE,TRUE
RPLP0P6,FALSE,TRUE
CTD-2126E3.3,FALSE,FALSE
ACAA1,TRUE,TRUE
ZNF442,FALSE,TRUE
KRT16P6,TRUE,FALSE
NAT1,FALSE,TRUE
PLEKHG1,FALSE,TRUE
ISG20,TRUE,TRUE
RPL34-AS1,TRUE,TRUE
STAT4,TRUE,TRUE
SLC2A11,FALSE,TRUE
KRT8P10,TRUE,FALSE
SERTAD1,TRUE,TRUE
DDX3Y,TRUE,FALSE
ZNF14,FALSE,TRUE
MYBBP1A,FALSE,TRUE
RP11-381K20.2,TRUE,TRUE
OR8T1P,TRUE,TRUE
SLC39A11,FALSE,TRUE
MIR99AHG,TRUE,TRUE
LRRC37A6P,TRUE,TRUE
CPT1C,TRUE,TRUE
RBPMS2,TRUE,TRUE
RP3-500L14.2,TRUE,TRUE
CD72,TRUE,TRUE
MUT,FALSE,TRUE
PLCB2,TRUE,TRUE
MON1A,FALSE,TRUE
TLR7,TRUE,TRUE
STX19,TRUE,TRUE
KRT18,TRUE,TRUE
DEGS1,FALSE,TRUE
SLC13A3,TRUE,TRUE
GAPT,TRUE,TRUE
NAA25,FALSE,TRUE
CCDC64B,TRUE,TRUE
S100A14,TRUE,TRUE
MTL5,TRUE,TRUE
FUT8,TRUE,TRUE
NDST1,FALSE,TRUE
GMEB1,FALSE,TRUE
RP11-324O2.3,TRUE,TRUE
SLC6A9,TRUE,TRUE
FAM196B,TRUE,TRUE
ADAMTS18,TRUE,TRUE
NUP107,FALSE,TRUE
EBI3,TRUE,TRUE
BDKRB1,TRUE,TRUE
PDE10A,TRUE,TRUE
KLF10,FALSE,TRUE
CSTB,FALSE,TRUE
ZNF615,FALSE,TRUE
SGCZ,TRUE,TRUE
SAP30BP,FALSE,TRUE
TUBGCP2,FALSE,TRUE
RP11-295M18.6,TRUE,FALSE
PCDHA12,TRUE,TRUE
SCIMP,TRUE,TRUE
LUCAT1,TRUE,FALSE
CEP250,FALSE,TRUE
CYP4Z1,TRUE,TRUE
SRXN1,TRUE,TRUE
RP1-140C12.2,FALSE,TRUE
PRSS23,TRUE,TRUE
DNAJC16,FALSE,TRUE
ZNF30-AS1,TRUE,TRUE
SAMHD1,TRUE,TRUE
SMCO3,TRUE,TRUE
HACE1,TRUE,TRUE
GRAP,TRUE,TRUE
MAFG,FALSE,TRUE
RP11-525A16.4,TRUE,FALSE
SGPP1,FALSE,TRUE
FHOD3,FALSE,TRUE
CTD-2368P22.1,TRUE,TRUE
ALX1,TRUE,TRUE
AC016723.4,TRUE,FALSE
CD5L,TRUE,FALSE
CTD-2529O21.2,TRUE,FALSE
KDF1,TRUE,TRUE
RP11-800A3.4,TRUE,TRUE
ZBTB16,TRUE,TRUE
CPEB4,FALSE,TRUE
TMED9,FALSE,TRUE
TM2D3,FALSE,TRUE
PROSC,FALSE,TRUE
NIPSNAP3B,FALSE,TRUE
FAIM2,TRUE,TRUE
GPBAR1,TRUE,TRUE
PLD3,FALSE,TRUE
PRLR,TRUE,TRUE
RP11-223I10.1,TRUE,FALSE
MSMO1,FALSE,TRUE
RP11-1072A3.3,TRUE,TRUE
FOXL1,TRUE,TRUE
HMCN1,TRUE,TRUE
GALE,FALSE,TRUE
ART1,TRUE,FALSE
TOMM20L,TRUE,TRUE
XAGE2,TRUE,FALSE
CALCOCO1,FALSE,TRUE
KB-1471A8.1,TRUE,TRUE
RP5-994D16.9,TRUE,TRUE
RP11-451G4.2,TRUE,FALSE
CHMP6,FALSE,TRUE
RP5-899E9.1,TRUE,FALSE
SFTPD-AS1,TRUE,TRUE
MPHOSPH8,FALSE,TRUE
RP11-14K3.7,TRUE,FALSE
SOX5,TRUE,TRUE
ZNF658B,FALSE,TRUE
AMZ2,FALSE,TRUE
RP11-701H24.5,FALSE,FALSE
PPY2P,FALSE,FALSE
SPRY4,TRUE,TRUE
RP11-680F8.3,FALSE,TRUE
BOLA2,TRUE,TRUE
ZNF763,TRUE,TRUE
SPAG5-AS1,TRUE,TRUE
HIST1H4J,TRUE,TRUE
GYPE,TRUE,TRUE
PHYHD1,TRUE,TRUE
LINC01336,TRUE,TRUE
RP11-497E19.1,TRUE,FALSE
HMGXB3,FALSE,TRUE
SMARCD2,FALSE,TRUE
RP11-60C6.5,FALSE,FALSE
CHTF18,TRUE,TRUE
WDR72,TRUE,TRUE
RP11-566K11.4,TRUE,FALSE
AC068580.6,TRUE,TRUE
AQP7,TRUE,TRUE
C2orf91,TRUE,FALSE
MUC1,TRUE,TRUE
RP11-820I16.3,TRUE,FALSE
PAMR1,TRUE,TRUE
ATP6V0B,FALSE,TRUE
NPC2,FALSE,TRUE
RP11-693M3.1,TRUE,FALSE
CD83,TRUE,TRUE
SLC51A,TRUE,TRUE
ABHD11,TRUE,TRUE
ZXDC,FALSE,TRUE
SGCA,TRUE,TRUE
RP11-160E2.19,TRUE,TRUE
ENAH,FALSE,TRUE
RRH,TRUE,TRUE
ZNF184,FALSE,TRUE
KRT8P3,TRUE,TRUE
RP11-44F14.1,TRUE,TRUE
C19orf48,TRUE,TRUE
LURAP1,TRUE,TRUE
CTD-2008P7.1,TRUE,FALSE
ORC1,TRUE,TRUE
RP11-474B16.1,TRUE,FALSE
RP11-855O10.2,TRUE,FALSE
KLHL22,FALSE,TRUE
LYPD8,TRUE,TRUE
AP001046.6,TRUE,FALSE
VSTM4,TRUE,TRUE
DIRAS3,TRUE,TRUE
SLC25A48,TRUE,TRUE
LINC01224,TRUE,TRUE
SSTR3,TRUE,FALSE
CTD-2012K14.8,TRUE,TRUE
INMT-FAM188B,TRUE,TRUE
GLYATL1P2,TRUE,FALSE
ITGA3,TRUE,TRUE
PCGF1,FALSE,TRUE
CAB39,FALSE,TRUE
DYRK1A,FALSE,TRUE
ASIP,TRUE,FALSE
CTD-2033D15.2,TRUE,TRUE
FGFR3,TRUE,TRUE
ACSL3,FALSE,TRUE
RP11-982M15.6,TRUE,FALSE
KRT18P11,TRUE,FALSE
RP1-159G19.1,FALSE,FALSE
MED15,FALSE,TRUE
ZNF542P,TRUE,TRUE
ITGA9-AS1,FALSE,TRUE
AMT,TRUE,TRUE
ZFP36,TRUE,TRUE
TPP1,FALSE,TRUE
BHLHB9,FALSE,TRUE
DNAH3,TRUE,FALSE
TSPO,FALSE,TRUE
MYLK,TRUE,TRUE
SLC25A25-AS1,TRUE,TRUE
ING5,FALSE,TRUE
ABCF2,FALSE,TRUE
TCEAL7,TRUE,TRUE
WAS,TRUE,TRUE
SERTAD2,FALSE,TRUE
PCDH15,TRUE,FALSE
ZBED6CL,TRUE,TRUE
RP11-33E12.2,TRUE,TRUE
RP11-536C5.2,FALSE,FALSE
EGR2,TRUE,TRUE
NGF,TRUE,TRUE
TNFSF13B,TRUE,TRUE
PCSK6,TRUE,TRUE
